"userID","TotalElite","EliteOrNot","TotalVotes","TotalFriends","Year","Month","review_count","fans","average_stars"
"k0-S9vOCLquje8TMKmjVDQ",0,0,88,11,2009,7,43,1,3.17
"7eFgonY78kDB8HoygaYU0g",0,0,4,0,2014,10,2,0,5
"MpXAzX96U4iXVEmoHmblwA",0,0,2,0,2015,8,3,0,3.67
"xSjdluWN5UoleTSDuwJfug",0,0,99,0,2008,5,28,0,2.7
"7GzMqTBJabfp1NVXBO1NLQ",0,0,6,1,2011,9,17,0,4.11
"hq5V_d3yG-wKOM27ED91dw",0,0,2,0,2013,10,3,0,3.5
"c5BXMoiElGlN_H9ObO2H3A",0,0,2,0,2012,12,4,0,4.75
"fS41onxzUjcx4iFrWmUiXw",0,0,5,0,2014,3,15,1,4.57
"oyDphzdZcI4tFJmZktkn4w",2,1,1763,47,2009,9,512,36,3.75
"Yy-c32RjS3yJozNouuxkAg",0,0,13,0,2008,10,3,0,4.33
"9zllaWfQcdkMiVkT7OT7tg",0,0,42,26,2008,6,31,3,3.84
"WtK9p1_9E1UmEuQ_aKrqZw",0,0,7,0,2012,7,2,0,2.5
"qBwqvBwdgB3srR3gFbiOmQ",0,0,14,2,2012,12,12,0,3.5
"b4j7pI-AhYpypOkOCRgOHA",0,0,105,5,2010,5,71,1,3.57
"tujHrrd1aFZOBhenF12SwA",0,0,0,0,2015,10,1,0,5
"xqt7sDpFw-jdOZVW8jnOaQ",0,0,9,0,2012,12,2,0,3
"_tm6PjxGRu-3KNbsAIxZZA",0,0,0,0,2010,7,1,0,5
"1M9z4pDHq4tMbgaAn2IkoA",0,0,11,0,2013,5,7,0,2.57
"vZCvkxSCJQScLSGGx-1QiA",0,0,12,0,2014,2,30,0,3.53
"IqZVHXWN7seV0uhyIedhJQ",0,0,3,3,2012,12,5,0,5
"yUp2ym3M5vJ91-iqFJ9lYw",0,0,1,0,2012,3,2,0,4
"cYjkg8HQHIhsBSJfD_dJgQ",0,0,353,5,2011,4,276,3,4.38
"rd7xOtIao1sVlPL015bwwg",0,0,9,0,2013,7,4,0,5
"jeukaEHLD14Y7V0ke3PCfw",0,0,1,3,2014,4,1,0,5
"uHYZ1Tfa6pRBjaLiCy19ag",0,0,0,0,2011,5,5,0,4.75
"7NSUuh4ahaZtL-zW4MJxUg",0,0,20,0,2012,2,15,0,3.38
"-fgaF9xpiJd3EbYOL1RDWw",0,0,25,4,2012,10,33,0,4.79
"GMv7nBo_oa-ntS5tqgL2tg",0,0,49,10,2013,11,30,1,3.6
"j9TB2OXwS43UO5xkKXd4Jg",2,1,91,4,2010,6,66,1,4.03
"iOUI8Jx2lpaXUBOhIn9S5w",0,0,53,0,2008,10,32,0,3.09
"44R1syuo0et8sLtRnCojkw",5,1,5114,394,2007,8,645,87,3.99
"Fe-1G__MojtqfAU3JL06yw",0,0,11,4,2013,9,4,0,2
"Yk7gbaEdAayb0I5ck6pcpw",0,0,6,0,2013,12,2,0,3.5
"h1xIzhgXzgt0HTHdg7zwjw",0,0,255,0,2010,9,107,4,3.58
"_tD87EWAtMagkrCuoRfCBA",0,0,16,2,2011,3,14,0,4.47
"Zwn-cxSFaqX31zSr5OsdHg",0,0,48,0,2013,1,19,0,4.2
"IEn6JtCDp9Xgqbb7h27U9w",0,0,1,0,2015,7,1,0,5
"HTHmYb-T87J_vVRqjaOGkg",0,0,9,1,2009,4,2,0,5
"TTYwr1E-l_KzqJDJmXpmtA",1,1,494,14,2014,3,132,7,3.9
"JnfiL2WN3PjwLlFyS4Czrw",0,0,40,14,2011,1,11,2,4
"IxUAaVj-OqPYXSl-ABf6-g",0,0,9,0,2015,7,1,0,5
"7FGJCbD4p2oVSmHdPMY1sA",0,0,0,0,2015,6,2,0,5
"K9zKBYfnSxMWjjKR9YS5NQ",0,0,9,2,2009,11,7,1,2.57
"CqzdK1qjY5mpIsPMdga5OA",0,0,1,3,2015,7,3,0,2.33
"EwumaBb_D9fxdx77c9iCcA",0,0,17,0,2009,3,11,0,2.2
"7Q1T4y7Q9ra1DI6aI76XtA",0,0,0,0,2015,4,2,0,5
"3MwUTDsyb8W9F594JeKE6Q",0,0,0,0,2014,7,2,0,3
"d9-VY3J1ChPdGQWD03LGDA",0,0,27,3,2011,12,11,0,2.91
"pN1e8bAjUSrAkg-KzSzs7g",0,0,9,0,2015,5,12,0,3.5
"Qhrw_7CIs3GbNgrDw_yyZw",0,0,56,4,2009,4,44,4,3.73
"B3OpjhDwIb8ZS7JmwgIyUw",0,0,5,0,2014,5,2,0,1
"aQ3tRcmkfVxej0g1nueJAg",0,0,5,5,2013,3,7,2,3.75
"0tZEVlFGKl0Gz5tgO4PruA",0,0,8,0,2015,2,91,1,3.86
"ktyn5YN-QsWr25Syn4YruA",0,0,14,0,2012,12,22,0,4.18
"7fWMfikT_PLzRuELWjhdjA",0,0,22,0,2010,11,14,0,2.92
"YIrkglpjoKVJJEKky9uA-A",0,0,1,0,2014,12,3,0,4.67
"yZSs2qPrbA7eQ8Bz_14B3w",0,0,7,71,2011,5,8,0,4.5
"I4E4w1p7PfJ4au9_pBd-tA",0,0,27,0,2015,2,3,0,5
"h2fnBxPLAEhJIUC8uBO01A",0,0,4,0,2013,7,2,0,4.5
"W6KG17cuOwwReP3jBCQ8jg",0,0,0,16,2011,8,3,0,5
"3Wk_XhfBeVYghPV7ofe9LA",0,0,6,0,2012,1,3,0,3.67
"lijLlvOKAoWTk66Hv5d1Aw",0,0,111,26,2008,6,22,1,3.91
"pR1l3VrkBB3KTYyy8lRuvw",0,0,0,0,2014,7,2,0,4.5
"vtz_5SLcnuWwGWGzvGMTwg",0,0,43,2,2010,11,12,0,3.5
"LaQbRwGOP-Euk52UUihnbw",0,0,79,4,2008,8,62,0,3.66
"QFtyP5tWF1mJ7AQfq7IOCg",0,0,0,0,2015,12,2,0,5
"s4iBNiw0iy3YZU3R7Os-pw",2,1,570,201,2013,10,90,16,4.14
"EpYbKq9k-jgcimVp2d8weQ",0,0,2,0,2013,11,1,0,1
"0nCDWC-nrBDDRRYEGqu1YA",0,0,94,1,2009,9,61,4,3.21
"KmyyIRS72cD4L85kFOEeYA",0,0,0,0,2012,9,11,0,3
"sVYShYFkIKhKoSGk7DVh4A",0,0,51,25,2010,7,11,0,4.18
"rkAgDFTXosJyHpTF0U_aEA",0,0,2,0,2011,7,10,0,4
"YByCoxVJsnMnzsjVcHKEyg",0,0,33,0,2011,5,22,1,3.52
"IOLR5N-6X9qOLcwOp4LTHA",0,0,40,2,2012,10,54,1,3.47
"VhhWnX5TV8xK478xfPUYcg",3,1,742,45,2012,10,255,11,3.74
"dqQVYqW54HeWn7mh7amV0A",0,0,16,0,2011,6,12,0,4.5
"vZP6aUiAFmPg1uWuYkqhWA",0,0,0,0,2015,1,5,0,4.67
"v6sIrrabzMwfF-wgYV32BA",0,0,19,1,2013,6,23,2,3.64
"7viiAiaD-z2IXgIRp49awQ",0,0,0,0,2015,2,1,0,5
"6TnSyUwjHBYZCin4k5tfWw",0,0,0,0,2015,10,1,0,5
"lC0eV-P-IVDHfcmyvswW-Q",0,0,0,2,2014,1,2,0,5
"wNZlFoBJ4nYg82QNLdUNxA",0,0,4,2,2010,9,3,0,3
"uElSowIAdH9-8TuLYjAJCw",0,0,8,0,2010,9,9,0,3.67
"v33MMlMy2x8sJG-ZTRo2Cg",0,0,1,1,2014,9,1,0,5
"1dGhpNzw4CYXfrp3bKIvVg",0,0,38,4,2013,3,15,0,2.33
"J0K2BU2HUVfBIzXQ2QQthg",0,0,4,0,2014,5,4,0,3.5
"CyPmD-j7cgxMkO2CJlSV-w",0,0,29,1,2015,5,408,0,4.39
"2UC5PZzVG8vTkwvA-MAdXw",0,0,4,8,2010,9,2,0,5
"4YhwHzvNj-Rg8IhLntmhCw",2,1,668,28,2006,4,168,7,3.42
"YheGsopqizKDfE58r1JChQ",0,0,126,0,2008,6,41,0,4.21
"mi2tDzNG_KzmOGs6DGzN6w",0,0,23,1,2011,12,12,0,3.33
"h5079mJ9cAkHey7jtqrpOg",0,0,0,0,2012,4,15,0,4
"gmVwM4bCnQRyDaZz-_3Cog",0,0,0,0,2015,5,1,0,5
"vdu9DJ0mXtK8tip_mN2EfQ",0,0,36,8,2009,5,14,0,4.69
"_gNE6Ed5XDe0rYcNjyTzGA",0,0,5,0,2015,5,2,0,1.5
"oYb_8QzvE5XZQEVY_T3fHw",0,0,60,0,2011,10,23,0,4.43
"vA4kclpbCvizrIG4slY7VQ",0,0,79,9,2010,5,87,1,3.42
"xqbRgrrKqNYmOfzWPQ3Gfg",0,0,2,0,2013,3,3,0,5
"Dk-UAy3cx4RLAmHBqU2uow",0,0,4,0,2009,8,8,0,3.5
"IIGnBTkb7w9EQQBCHtL3_g",0,0,0,0,2012,6,1,0,5
"m1AIUjJP5a-Y8wxddsRl7g",0,0,3,0,2012,6,5,0,4.6
"qVlYJSLv64tvm3PFchkxWw",0,0,7,0,2011,4,11,0,4.18
"_HMi2Y-t59Er-9ynu--NLQ",0,0,11,1,2011,7,3,0,4.67
"bXg5Z4y62deRiHoKqxp6kw",0,0,2,2,2014,1,7,0,4
"pLlkavv-xjUqo1EeEJbr-A",0,0,22,0,2011,11,16,0,3.76
"3Et53V8zLZe1koLiAhPnsw",0,0,10,1,2009,9,4,0,3.75
"jzfbAngaWIyAUig-cYWnbg",0,0,6,2,2014,4,3,0,5
"BRh1VQvAbIO3OoATz0z84A",0,0,0,0,2015,4,2,0,5
"DZy5Q5ASDDplkvEAfH7SRg",0,0,6,5,2014,5,1,1,1
"7OqeO0eqe805StjppUvUFA",0,0,380,4,2009,2,114,0,3.44
"pFBHB-KYl8AT1_4lj5Jn8g",0,0,130,3,2008,9,50,2,3.32
"JHDPiBs4HGPEstDSnr7_Pg",0,0,3,0,2011,11,12,0,2.83
"vpAXt5ByEgDB9evbT8UIOw",0,0,1,0,2014,11,1,0,5
"G3EcFIG-CYulkft-zUUMEw",0,0,1,1,2015,2,2,0,4.5
"-GL1feIFvNZooM3gaG3b3w",0,0,101,6,2010,6,85,1,3.98
"AAF3YnsSn6C4EVXEUL9tHw",0,0,0,0,2012,9,1,0,5
"EKScEozDKmxnSJci50eiFg",0,0,17,0,2014,1,21,0,3.57
"UFJbnTdkZPtfmmVBIJVOKQ",0,0,11,4,2009,1,6,0,4.2
"-q8SDH6XfmlIxtAOL2-DQA",0,0,3,0,2008,3,3,0,5
"Rq7OoPg2atS1lPSKXcC-Iw",0,0,1,2,2014,7,1,0,5
"XjAL6mWvkktQWsqNKEbCZg",0,0,0,0,2015,5,5,0,3.4
"z2H_sRLBm5lEu1ZagQ8JFA",0,0,5,0,2012,10,6,0,3.29
"ZcUWM2lLLGlcEpix-7dpdA",0,0,19,0,2013,7,23,0,4.23
"WQ6TB41vhe4WTyc7AqqYSA",1,1,132,31,2015,9,64,6,4.14
"kpjUJY_FsM3BArUJowMPCQ",0,0,1,1,2013,5,1,0,5
"tb7yHdLIF4jVvLDkYlLoFA",0,0,12,0,2012,6,5,0,3.2
"QWw6amqGfeEgNd87rAEvHA",0,0,7,0,2008,9,5,0,5
"jhSN2z6o3UOfiCx0MchpJw",0,0,0,0,2013,4,1,0,5
"z2EcHaSqz6LjqakVFlQ-Mg",0,0,11,1,2010,4,14,0,3.6
"Gn8O_Ud3sF8PrL2tQcx7QA",0,0,3,0,2012,8,1,0,5
"hAZh2NJsMXkBG-llskRPyQ",0,0,43,1,2011,2,9,1,2.1
"7SvXqjAdH7D7EFpyKzYvXQ",0,0,2,0,2013,8,3,0,2
"VKKS3qp68HCFNzRsTOxSHQ",0,0,61,0,2006,10,27,2,3.29
"9LUZil3kYErxhH4fQyfZzA",1,1,4083,628,2006,11,325,35,3.89
"ugqlw6JPK-duisXqCH72Nw",0,0,0,0,2013,6,1,0,3
"B1BoTGapYI-KYmnmYETrYw",0,0,2,0,2015,5,1,0,1
"fHBPEkTejbiLGt0OzrTUZw",0,0,79,2,2010,5,14,1,3.64
"uMgw2E9DttVZqHSlXZXnjw",0,0,3,15,2014,8,4,0,4.75
"v_44JztEBYI8ZEfSHaRE8A",0,0,15,0,2014,5,16,0,3.75
"LH9q3LtJRVstt8Of4N1M1g",0,0,52,4,2010,4,15,2,4.33
"LY5Z2cZpY6mZL8hymWDkzw",0,0,0,0,2015,7,1,0,1
"I5VbqSk4Ah8qi_N8jERd_Q",0,0,0,0,2015,8,2,0,3
"vzunRvJuod_-PvL77w9zhg",0,0,7,0,2013,11,9,0,2.75
"MHP9aV7crBku1UDGT28-6w",0,0,1,0,2015,7,11,0,4.55
"dNoxGoBvYjXOq5oQazrlBQ",0,0,2,1,2015,4,4,1,5
"avhMcYq_9dth389CRr4mAA",0,0,5,0,2014,1,5,1,3.5
"L2FLbJyYDIwbJK5JXBXGlw",0,0,5,1,2015,8,5,0,5
"LaLZAasvEs4ZkuWFPbrsiQ",0,0,53,23,2011,9,19,0,3.79
"Wt1F6q25C8p5rh17C1p-bg",0,0,11,5,2011,9,6,0,1.71
"LUR2tzgzKQLla0a7unfybQ",0,0,39,1,2011,11,37,0,3.38
"X9lFKPXXdJk6-4I0OpIuOw",0,0,0,0,2015,9,2,0,4
"H1o_9JBW_ilE3GM_DmBQrg",1,1,217,0,2009,2,137,1,3.85
"wodzqaXMDIQiPIf2EzM64A",0,0,0,1,2011,9,2,0,5
"balYy--lGfKLjoSIh5t35Q",0,0,14,0,2013,8,5,0,1.4
"zrfnzfGL_1MbKjDxdWfbDQ",0,0,28,31,2010,5,31,0,4.12
"i5Rny52yYstoPzQLK_SLOw",0,0,17,0,2010,12,22,0,3.5
"xlg4v859esu00gtAjxQ0Ug",0,0,5,0,2010,7,4,1,4
"MHQtWSp12fSBv-amN1R6MA",0,0,0,0,2012,1,1,0,2
"6k6jF7E9eQEDQrfg2ev5hg",0,0,19,5,2013,1,7,0,3.71
"RLSWtq0CLHlXJAK_Pw8bew",0,0,2,2,2015,2,5,0,2.8
"6RWipgS6SFBLtGNQRvCVbg",0,0,1,0,2013,10,2,0,3
"l_zJh-YPiuMogbPDt3LOuA",0,0,4,1,2011,7,3,0,2.67
"_GWCbsyxWpEry4DkptovZg",0,0,6,0,2008,10,6,0,2.83
"PvMg6UAjk0n0vCOomoPUUQ",0,0,7,0,2012,6,8,0,4.5
"TdjXyS1PWc57n1DRJE0a1A",0,0,25,20,2011,12,16,0,4.12
"weZmRwoRv5OACi1FpYJcOg",0,0,1,0,2013,2,4,0,3.75
"yMZDVq8fBoGcECt8oDZTew",0,0,0,0,2015,5,2,0,4
"r5EIB0WktREa4q3fNNmxcA",0,0,20,18,2013,1,16,2,4.41
"mCUiyXCBbz6umChdvROzsg",0,0,0,0,2013,5,1,0,5
"J9EooHco_Sh9jbXnXnrrNA",0,0,1,0,2014,7,1,0,2
"5HOp5EFkp-xduVerzQP11Q",0,0,0,0,2015,11,4,0,4.33
"xrnAYMBODPFoYc7FFAbVQw",0,0,10,11,2010,12,19,1,4.11
"ecVznUIORqzdWGssbZjMmQ",0,0,6,2,2014,11,8,0,2.88
"Efm8aEx4rOvIRB_b2LAmpw",0,0,50,2,2011,6,82,1,4.26
"PE2nzqaQH7HrxDkg_VfBHA",0,0,12,0,2007,12,5,0,3.4
"cMql7O3nCM_sb6tC5kGMWg",0,0,0,0,2015,2,1,0,5
"FW5_fUcgqqrD0sLHTbZUvg",0,0,0,0,2015,4,1,0,5
"WUl5PeTTyPWuKcbL-SXARQ",0,0,0,1,2012,11,1,0,5
"Nugss2UDRIDq_xwiIIV1oQ",0,0,13,0,2011,1,6,0,3
"uLNlD5PPQWzvuQwYTqcF1A",0,0,6,0,2010,10,2,0,3
"emnN9Wd_IY-vGO2wiCHckg",0,0,42,2,2010,8,24,2,3.67
"VFZq_FyoS8m52HfSLyUbAg",0,0,1,0,2013,10,1,0,4
"2CQfKZKSfMts6m0U5APhHg",0,0,4,0,2012,10,5,0,4.2
"FXb97PTBmPdjfqaRoSlvoA",10,1,1073,8,2006,5,485,17,3.41
"xfRhnC4iPX4B_hd1PHO05Q",0,0,32,2,2011,10,18,0,3.28
"UHIUsnxg-1BrUaT9lnrs0Q",0,0,6,0,2013,11,9,0,3.67
"oQHHHYyxgAMNhLizmHsCaA",0,0,76,0,2013,5,47,0,4.34
"87KMwmSIGJsojA1p6X5cHQ",0,0,20,1,2011,4,24,0,4.12
"C7P0MgLxyE6URGvfPT37yg",0,0,2,0,2007,7,1,0,5
"363QKAbWikAbO9odr5mAbQ",1,1,109,10,2010,7,68,5,3.51
"8MI_FthOysgv4RYJplDS3w",0,0,26,1,2012,9,3,0,3
"96CMDUFKHSsnfdR7h-KsWA",0,0,2,0,2014,7,5,1,3.4
"Tl7ZoDcHbZIXPjfiKCGOgA",0,0,6,2,2011,3,3,0,4.33
"CLDi0ZIz_dyTfrfb5FoNjA",0,0,18,2,2009,2,8,0,4.25
"iRg1DL4xuqAqE8iQE4o48g",0,0,1,0,2014,11,2,0,4.5
"bHPKR827qfT-tEtHwkUBFA",0,0,100,5,2006,12,25,3,3.96
"HcpLTXpMaUBcLs4oyczXxQ",0,0,8,0,2011,3,6,0,3.29
"YLsEnOpxHDdSiI9yRmYpBg",0,0,5,0,2012,10,1,0,4
"WnKrxD7P4CQGXyOrMyLIjw",2,1,744,65,2011,1,131,20,4.01
"Q9yoaNscpmP25ICU3tqVGw",0,0,22,2,2012,11,14,0,4.33
"uGYj8UJyTWWXA9kq2xvlDA",0,0,139,1,2010,12,34,2,3.59
"hjJY-6VLVGYyeMwCYopoLg",0,0,16,9,2012,2,23,2,4.62
"sBkC50ErR8MZCoUezcURNw",2,1,343,1,2011,5,184,3,3.73
"5wE7Fl2aAxKAZrRceZTl3A",0,0,0,0,2014,5,1,0,5
"qIymzpdCE9XU9oMeVtR3SA",0,0,7,0,2010,2,3,0,3
"mCy8nsYt_8PLq3DC4WKy_Q",0,0,0,0,2015,9,2,0,3.67
"ipk9J-YLp2yx8i4nahh9rg",0,0,0,0,2015,4,1,0,5
"7mdbePa37SVyUigFsU0WJA",0,0,273,4,2008,6,98,2,3.6
"26sTPMFIvKq0IDmjEu15xw",0,0,4,0,2014,11,2,0,3
"v5B0UZlvz9p_5Nhv37an0A",3,1,837,19,2013,2,467,19,3.41
"r-OrWxKoaL5anqE-_0reqA",0,0,0,0,2014,12,1,0,1
"spvk92HLwjxh3OtxMYzH2Q",0,0,3,0,2010,8,7,0,4.83
"BG-Igycz_pH1UeF5u3q3cg",0,0,6,0,2012,7,4,1,1.25
"CgsZVu71RXEpEw4UKeOo1g",0,0,34,1,2014,3,48,0,4.35
"A0nlGIpSPXbScf3ZImreKg",0,0,311,1,2008,5,105,0,2.8
"np418-wlhgpteqef4rn_nQ",2,1,168,47,2013,5,86,3,3.65
"rBLF6yqdH0aRkL5Mfs5tRQ",0,0,1,0,2014,3,3,0,3.33
"F3PvO8AIvWHMFlaNAwfsNQ",0,0,18,1,2009,5,21,0,4.64
"RrjYXjxEy3EpSzAqDndgPA",0,0,202,1,2006,6,64,1,4.66
"pNFV9PCxxfm1zCWV6N7qFQ",0,0,1,0,2012,3,2,0,3
"GMU3YXV2uSrO_vNY7QNfAA",0,0,1,0,2014,6,10,0,2.8
"s_AY-k9DpsVd7JEJOKN2ig",0,0,6,0,2013,4,3,0,3.67
"PZYQ6gCsmfdkeDJJ8RfYjQ",0,0,23,1,2008,3,19,0,4.11
"18IgBfLjCwxNNi6hl_hMZQ",0,0,1,17,2010,8,3,0,3.67
"lkQ2OgiDP9RYPlUMeTVZWQ",0,0,0,14,2014,4,2,0,5
"-uaRjbpFNbd5XYAeWIJJxQ",0,0,1,0,2012,2,3,0,3.67
"G3rZ5D-3bPuKoq3Zcxg0aw",0,0,4,0,2014,4,2,0,5
"BZMVoehZoQYyAhZBpSpK1w",0,0,2,0,2015,8,2,0,1
"QJyGXwGrCKgEgal84-lN0w",0,0,20,0,2012,2,7,0,3
"QB49hhSLpPMaZ_rqBjP8uQ",0,0,67,0,2011,10,10,1,3.3
"jV7lUZir4-kFrPyYVzmoHQ",0,0,3,0,2014,11,1,0,1
"qAjUkxIRGJkXYRTuIU9Ruw",0,0,0,0,2010,9,3,0,5
"1guJDgUfTiDdbgKqBhsZFQ",8,1,5734,123,2006,10,1342,40,3.94
"F5XQ1I_TXMc1aP89jac6mQ",0,0,5,0,2011,7,4,0,1.75
"KxVWLlplE5mKNWBOckRNeA",0,0,3,0,2014,3,3,0,2
"42jHuCIQl7q0EV3zyrQhnQ",0,0,15,0,2011,4,8,0,3.38
"ZxxuMo3JtyRM54g_wzF3Cg",0,0,6,0,2009,8,9,0,3.78
"VGAen8VHiexcBOIyZkYzOA",0,0,7,14,2012,6,3,0,4.33
"dlmOYNZATeDU9pOaEXUFaA",0,0,62,2,2013,8,84,0,3.8
"xaSNZFvsW4Lx2CLPn4ZvLg",0,0,25,0,2013,10,20,1,3.29
"rhTLohjD6QzSY5848CG8UQ",0,0,191,4,2008,2,64,1,2.65
"Ta7jPT-XdW0-X2Vc7Dt6Jw",0,0,17,1,2014,10,6,0,3.17
"cb2mVSyjKlcy7huvNw6JAQ",0,0,5,0,2011,7,9,0,4.33
"-i1g2Ie6t2xFIMILdaJ_LA",0,0,16,2,2011,7,5,1,2.6
"zFZuV-6pEWO8jQ43Ft-8WA",0,0,3,0,2015,6,1,0,4
"S8ZvwfjniePOCiFXOGohGg",0,0,0,0,2013,5,1,0,4
"rGTEgNtUK4G6L1y5Htlcuw",0,0,2,25,2011,3,10,1,4.4
"_e63B_Do0gLr-tlcRrKjEQ",0,0,0,0,2012,10,2,0,2.5
"cI8WdWrzu4RWDuhizzOS3w",0,0,8,4,2011,7,2,0,4.5
"HD0I4fUDSQIK4GCnHKBWjQ",0,0,4,0,2014,9,2,0,1
"QKnM7SSjm6mxVyQCoiBeVg",0,0,0,0,2012,9,1,0,1
"I_24Ui92t4oohWSSQXirsw",0,0,2,1,2012,12,2,0,5
"upa0t9_jq5NlX9HuSJLvUg",0,0,0,0,2013,1,2,0,5
"sfDosXP55J_0VAXjbO70SQ",0,0,29,1,2010,10,15,0,3.53
"NtOlDA6rLT-CbecoInIXHQ",0,0,5,0,2011,3,2,0,1
"fWb-EbJQg_mnSSjiDVc-1A",0,0,3,0,2014,4,3,0,4.5
"qrZ1b-oabEe5XS46IkwPcA",0,0,141,6,2009,4,44,1,3.56
"PovHho7fs5_oNDBaSm7Asw",0,0,1,0,2012,8,4,0,5
"ym0-qlz4HYDGNRoUx7cnRw",0,0,1,0,2014,3,3,0,5
"tblnEN_mNHUVMNk4rinyjg",0,0,37,1,2010,11,19,2,3.79
"2ZgLACSk0lVuk7e6klagug",0,0,0,1,2012,7,1,0,5
"Yvr7AVJ5tdJPI31p_3WnUA",0,0,1,0,2015,7,4,0,4.5
"6FAnC04jtKWvTuKuwepT8Q",0,0,1,0,2011,7,1,0,5
"JaQ8_XXQLr6Spi3GRfFtuA",0,0,3,3,2011,11,3,1,2.33
"oOV2qusTD7qyk3LY59rUDg",0,0,1,2,2012,7,1,0,2
"cfm0_4qF8uoDNvW5buLjeg",0,0,2,0,2015,8,4,0,2.75
"lBCwUCUhcr7WPiANaWTfxg",0,0,0,0,2015,6,4,0,4.5
"b2fBIoXCP_w2Ll7epcRGuA",0,0,18,0,2013,9,6,0,1.67
"DRR6d5JLkqgVDqU7b8w3kg",0,0,0,0,2015,10,2,0,5
"9hvfA32WEukESPon6eDlog",0,0,79,3,2012,1,56,2,4.14
"0TZqJb_VOOKjvxBDcs-9tg",0,0,6,0,2014,5,3,0,2.33
"Obw0VhqIs29B7auaOkJ48A",0,0,9,0,2014,3,10,0,5
"AD-il3bIzLXzwKZ8G7mOqw",0,0,16,0,2014,5,21,0,2.91
"fSJ7sprhoNb0LuD8R8FLPw",0,0,4,0,2010,12,9,0,4.29
"G3lPlr4orgtznhXql0wFUw",0,0,24,3,2012,5,5,1,4
"AHMF2JFgaq9JZE9pRHA7jg",0,0,213,3,2009,6,57,4,4.55
"mb0CAr7aCsiyzern5Gxz8g",0,0,10,0,2010,4,16,0,4.13
"Q_M-f4o3m5I-r_EavMiCXQ",0,0,4,0,2013,6,4,0,5
"68nVpk_fZkQB5P9Q4t9KRw",0,0,49,0,2012,8,9,0,3.62
"BHtPH_TnlM94RfiaktAMtQ",0,0,108,0,2011,9,53,0,3.54
"HgMMDnvz8k293MFRIwjPVA",0,0,57,26,2010,5,23,5,4.3
"sAFSl2BX6P1cYjcVuLLdKg",0,0,1,0,2014,4,1,0,5
"yztlnzHrbZswPiHBnUecCA",0,0,1,0,2015,4,3,0,2.33
"SK0pINdUdvwB09KX6iKfXw",0,0,11,3,2012,11,8,0,2.5
"YFs2ZRevwgzCRBQFaYj2Dg",0,0,4,0,2014,8,2,1,3.5
"Fa41Ful8fQuneqi-Vd-exQ",0,0,0,0,2013,2,4,0,2.33
"Csx101zgaNvow2nR4Z8tZg",0,0,0,0,2014,12,1,0,5
"fqASritOWXsXbm-Um4R6PQ",0,0,18,45,2011,6,13,1,4.36
"wB6IygM-mKvkBloQMMc5Fg",0,0,0,0,2014,9,1,0,5
"3ufN0FcDwdJnSOzrmN23VA",0,0,4,0,2013,1,5,0,4.4
"klJVk7Mb0aYvq5DxFFxsUA",0,0,18,0,2011,7,17,0,3.53
"GNUqJS6nR7JGZBUFsNrfzg",0,0,383,32,2010,11,61,12,3.61
"ioI6HTZ5Bl5U9ltJCWYSAQ",0,0,73,3,2009,10,18,3,3.89
"2_UXgeDGxKTcF7FqdalkhQ",0,0,0,0,2015,9,3,0,3
"wHtAZpOpAZif5epJMhyOyw",0,0,211,8,2009,8,104,4,3.4
"_sf1kb-cnJDuP-SGqoGODA",2,1,535,42,2012,12,151,5,4.56
"TjpL1bltdDx_jeMpvDzREg",0,0,62,0,2009,11,22,1,4.05
"amF5o9feu5-DakVlaDxcaw",0,0,95,0,2011,9,59,0,3.29
"2EtbKbpbQr-M64zoUHfpJA",0,0,0,0,2015,8,5,0,5
"jW8tQsOWV9jNDfoMrZSouw",0,0,2,0,2013,11,3,0,4.67
"1K6OXhVQwcat1W_BfKXKvg",0,0,39,0,2011,7,27,0,4.26
"U7rIxXaBEd-sspuo4Pq1gQ",0,0,10,0,2010,2,9,0,2.29
"LQbiSm5BYh92hIcRPZiM4g",0,0,30,1,2009,9,33,3,3.48
"sWilEapihQSUBHAtCkvEaw",0,0,4,0,2015,3,5,0,5
"o5gTRCZkIUXlXFmIGXaEAw",0,0,0,0,2014,2,2,0,4.67
"v7lgfGpCD8os3wPLzRr6NA",4,1,738,16,2008,5,303,8,3.92
"4ziR5PvGs8V_xrPkd6-pcA",0,0,0,0,2014,8,2,0,1
"0uJI4sduSdE_89GsBmV42w",0,0,3,7,2011,7,3,0,3.67
"P0ukwuDlJQRMiCKvzGzIfQ",0,0,159,14,2009,4,28,10,3.69
"CfJbbTe3E2vHnWwy5AJ5CA",0,0,10,0,2011,7,9,0,4
"0t_utwaZ0j3Z5iEp_cmZCg",0,0,14,1,2012,1,8,0,4.25
"FGFjSpyW14OspC7Xy3f-oQ",0,0,0,0,2014,7,4,0,3.25
"BBKmgrHzkZzDAkkoMMe17A",0,0,4,6,2010,11,1,0,5
"oix6EoJdLk2twvx03GrZSg",0,0,9,3,2012,6,1,0,1
"PEQz6FPn3KqoyBSamsKFoA",0,0,1,1,2014,12,2,0,5
"FEISwZwNkNXzq_jnXJg0og",0,0,10,1,2011,5,12,0,3.57
"OIPZxg53nIScua_7ley8aw",0,0,0,0,2015,10,2,0,2.5
"s3u3jZtwqvfLvX0F6928cw",0,0,0,0,2014,12,1,0,1
"mzr-54I3MHjtwrvuU0DO0Q",0,0,6,1,2013,4,5,0,5
